run_number,fill_number,hlt_key,l1_hlt_mode,era,b_field,energy
403936,11745,/cdaq/circulating/2026/v1.3.0/HLT/V1,circulating2026,Run2026D,3.8,450.0
403934,11743,/cdaq/circulating/2026/v1.3.0/HLT/V1,circulating2026,Run2026D,3.8,450.0
403932,11743,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,59.0
403929,11743,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,59.0
403927,11743,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,59.0
403924,11742,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,5535.0
403923,11742,/cdaq/special/2026/LumiScan/v1.3.0/HLT/V1,LumiScan,Run2026D,3.8,6799.0
403922,11741,/cdaq/circulating/2026/v1.3.0/HLT/V1,circulating2026,Run2026D,3.8,450.0
403920,11740,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,6355.0
403918,11740,/cdaq/special/2026/LumiScan/v1.3.0/HLT/V1,LumiScan,Run2026D,3.8,6799.0
403917,11740,/cdaq/special/2026/LumiScan/v1.3.0/HLT/V1,LumiScan,Run2026D,3.8,6799.0
403916,11740,/cdaq/circulating/2026/v1.3.0/HLT/V1,circulating2026,Run2026D,3.8,450.0
403915,11740,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,5182.0
403914,11739,/cdaq/special/2026/LumiScan/v1.3.0/HLT/V1,LumiScan,Run2026D,3.8,6799.0
403912,11739,/cdaq/circulating/2026/v1.3.0/HLT/V1,circulating2026,Run2026D,3.8,450.0
403911,11739,/cdaq/circulating/2026/v1.3.0/HLT/V1,circulating2026,Run2026D,3.8,450.0
403910,11739,/cdaq/special/2026/LumiScan/v1.3.0/HLT/V1,LumiScan,Run2026D,3.8,450.0
403909,11739,/cdaq/special/2026/LumiScan/v1.3.0/HLT/V1,LumiScan,Run2026D,3.8,450.0
403907,11739,/cdaq/circulating/2026/v1.3.0/HLT/V1,circulating2026,Run2026D,3.8,450.0
403904,11739,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,59.0
403899,11739,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,410.0
403898,11739,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,2515.0
403896,11738,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,6154.0
403895,11737,/cdaq/physics/Run2026/2e34/v1.3.0/HLT/V6,collisions2026,Run2026D,3.8,6799.0
403894,11737,/cdaq/physics/Run2026/2e34/v1.3.0/HLT/V6,collisions2026,Run2026D,3.8,6799.0
403893,11737,/cdaq/physics/Run2026/2e34/v1.3.0/HLT/V6,collisions2026,Run2026D,3.8,6799.0
403892,11735,/cdaq/circulating/2026/v1.3.0/HLT/V1,circulating2026,Run2026D,3.8,450.0
403891,11735,/cdaq/circulating/2026/v1.3.0/HLT/V1,circulating2026,Run2026D,3.8,450.0
403890,11735,/cdaq/circulating/2026/v1.3.0/HLT/V1,circulating2026,Run2026D,3.8,450.0
403889,11735,/cdaq/circulating/2026/v1.3.0/HLT/V1,circulating2026,Run2026D,3.8,450.0
403888,11735,/cdaq/circulating/2026/v1.3.0/HLT/V1,circulating2026,Run2026D,3.8,450.0
403886,11734,/cdaq/circulating/2026/v1.3.0/HLT/V1,circulating2026,Run2026D,3.8,450.0
403885,11734,/cdaq/circulating/2026/v1.3.0/HLT/V1,circulating2026,Run2026D,3.8,450.0
403871,11733,/cdaq/physics/Run2026/2e34/v1.3.0/HLT/V6,collisions2026,Run2026D,3.8,6799.0
403870,11733,,collisions2026,Run2026D,3.8,6799.0
403868,11733,/cdaq/physics/Run2026/2e34/v1.3.0/HLT/V6,collisions2026,Run2026D,3.8,6799.0
403867,11733,/cdaq/physics/Run2026/2e34/v1.3.0/HLT/V6,collisions2026,Run2026D,3.8,6799.0
403866,11733,/cdaq/physics/Run2026/2e34/v1.3.0/HLT/V6,collisions2026,Run2026D,3.8,6799.0
403865,11733,/cdaq/physics/Run2026/2e34/v1.3.0/HLT/V6,collisions2026,Run2026D,3.8,6799.0
403864,11733,/cdaq/physics/Run2026/2e34/v1.3.0/HLT/V6,collisions2026,Run2026D,3.8,6799.0
403863,11733,/cdaq/physics/Run2026/2e34/v1.3.0/HLT/V6,collisions2026,Run2026D,3.8,6799.0
403862,11733,/cdaq/circulating/2026/v1.3.0/HLT/V1,circulating2026,Run2026D,3.8,450.0
403861,11733,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,6799.0
403860,11732,/cdaq/circulating/2026/v1.3.0/HLT/V1,circulating2026,Run2026D,3.8,450.0
403859,11732,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,1241.0
403858,11730,/cdaq/circulating/2026/v1.3.0/HLT/V1,circulating2026,Run2026D,3.8,450.0
403857,11730,,circulating2026,Run2026D,3.8,450.0
403855,11730,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,1741.0
403854,11730,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,4397.0
403853,11729,/cdaq/circulating/2026/v1.3.0/HLT/V1,circulating2026,Run2026D,3.8,450.0
403852,11729,/cdaq/circulating/2026/v1.3.0/HLT/V1,circulating2026,Run2026D,3.8,450.0
403850,11729,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,3565.0
403849,11727,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,59.0
403848,11727,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,0.0
403847,11727,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,0.0
403844,11727,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,0.0
403842,11727,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,0.0
403841,11727,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,0.0
403837,11727,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,1.0
403835,11727,,cosmics2026,Run2026D,3.8,29.0
403832,11727,,cosmics2026,Run2026D,3.8,40.0
403830,11727,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,53.0
403821,11727,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,1061.0
403820,11727,,cosmics2026,Run2026D,3.8,4721.0
403818,11726,/cdaq/physics/Run2026/2e34/v1.3.0/HLT/V6,collisions2026,Run2026D,3.8,6799.0
403815,11726,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,1126.0
403814,11726,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,2910.0
403813,11726,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,3890.0
403812,11726,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,5624.0
403811,11725,/cdaq/physics/Run2026/2e34/v1.3.0/HLT/V6,collisions2026,Run2026D,3.8,6799.0
403809,11725,/cdaq/circulating/2026/v1.3.0/HLT/V1,circulating2026,Run2026D,3.8,450.0
403808,11725,/cdaq/physics/Run2026/2e34/v1.3.0/HLT/V6,collisions2026,Run2026D,3.8,450.0
403807,11725,/cdaq/circulating/2026/v1.3.0/HLT/V1,circulating2026,Run2026D,3.8,450.0
403804,11725,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,450.0
403802,11725,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,59.0
403799,11725,/cdaq/physics/Run2026/2e34/v1.3.0/HLT/V5,collisions2026,Run2026D,3.8,1971.0
403792,11724,/cdaq/physics/Run2026/2e34/v1.3.0/HLT/V5,collisions2026,Run2026D,3.8,6799.0
403790,11724,/cdaq/circulating/2026/v1.3.0/HLT/V1,circulating2026,Run2026D,3.8,6799.0
403789,11724,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,6799.0
403788,11724,/cdaq/physics/Run2026/2e34/v1.3.0/HLT/V5,collisions2026,Run2026D,3.8,6799.0
403786,11724,/cdaq/physics/Run2026/2e34/v1.3.0/HLT/V5,collisions2026,Run2026D,3.8,6799.0
403784,11724,/cdaq/physics/Run2026/2e34/v1.3.0/HLT/V5,collisions2026,Run2026D,3.8,6799.0
403781,11724,/cdaq/physics/Run2026/2e34/v1.3.0/HLT/V5,collisions2026,Run2026D,3.8,6799.0
403776,11724,/cdaq/physics/Run2026/2e34/v1.3.0/HLT/V5,collisions2026,Run2026D,3.8,6799.0
403775,11724,/cdaq/physics/Run2026/2e34/v1.3.0/HLT/V4,collisions2026,Run2026D,3.8,6799.0
403774,11724,/cdaq/physics/Run2026/2e34/v1.3.0/HLT/V4,collisions2026,Run2026D,3.8,6799.0
403772,11724,/cdaq/circulating/2026/v1.3.0/HLT/V1,circulating2026,Run2026D,3.8,450.0
403770,11724,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,3565.0
403769,11723,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,0.0
403768,11723,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,0.0
403766,11723,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,0.0
403765,11723,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,0.0
403764,11723,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,0.0
403757,11723,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,0.0
403756,11723,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,59.0
403755,11723,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,59.0
403754,11723,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,59.0
403753,11723,,cosmics2026,Run2026D,3.8,1471.0
403752,11723,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,3694.0
403751,11723,/cdaq/physics/Run2026/2e34/v1.3.0/HLT/V4,collisions2026,Run2026D,3.8,6799.0
403750,11723,/cdaq/physics/Run2026/2e34/v1.3.0/HLT/V4,collisions2026,Run2026D,3.8,6799.0
403749,11723,/cdaq/physics/Run2026/2e34/v1.3.0/HLT/V4,collisions2026,Run2026D,3.8,6799.0
403748,11723,/cdaq/physics/Run2026/2e34/v1.3.0/HLT/V4,collisions2026,Run2026D,3.8,6799.0
403747,11723,/cdaq/physics/Run2026/2e34/v1.3.0/HLT/V4,collisions2026,Run2026D,3.8,6799.0
403744,11723,/cdaq/circulating/2026/v1.3.0/HLT/V1,circulating2026,Run2026D,3.8,450.0
403741,11723,/cdaq/circulating/2026/v1.3.0/HLT/V1,circulating2026,Run2026D,3.8,450.0
403740,11723,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,450.0
403735,11723,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,59.0
403731,11723,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,2096.0
403728,11723,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,331.0
403727,11723,,cosmics2026,Run2026D,3.8,59.0
403726,11723,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,59.0
403725,11723,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,59.0
403724,11721,/cdaq/circulating/2026/v1.3.0/HLT/V1,circulating2026,Run2026D,3.8,450.0
403722,11721,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,59.0
403721,11721,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,59.0
403720,11720,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,4118.0
403718,11720,/cdaq/physics/Run2026/2e34/v1.3.0/HLT/V4,collisions2026,Run2026D,3.8,6799.0
403717,11720,/cdaq/physics/Run2026/2e34/v1.3.0/HLT/V4,collisions2026,Run2026D,3.8,6799.0
403716,11720,/cdaq/physics/Run2026/2e34/v1.3.0/HLT/V4,collisions2026,Run2026D,3.8,6799.0
403715,11720,/cdaq/circulating/2026/v1.3.0/HLT/V1,circulating2026,Run2026D,3.8,450.0
403714,11719,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,6797.0
403713,11719,/cdaq/circulating/2026/v1.3.0/HLT/V1,circulating2026,Run2026D,3.8,450.0
403712,11719,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,450.0
403710,11719,,cosmics2026,Run2026D,3.8,450.0
403707,11719,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,59.0
403704,11719,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,822.0
403703,11719,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,3497.0
403699,11718,/cdaq/physics/Run2026/2e34/v1.3.0/HLT/V4,collisions2026,Run2026D,3.8,6799.0
403696,11718,/cdaq/physics/Run2026/2e34/v1.3.0/HLT/V4,collisions2026,Run2026D,3.8,6799.0
403694,11718,/cdaq/circulating/2026/v1.3.0/HLT/V1,circulating2026,Run2026D,3.8,554.0
403692,11718,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,439.0
403691,11718,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,59.0
403690,11718,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,1081.0
403689,11717,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,4462.0
403688,11717,/cdaq/physics/Run2026/2e34/v1.3.0/HLT/V4,collisions2026,Run2026D,3.8,6799.0
403687,11717,/cdaq/physics/Run2026/2e34/v1.3.0/HLT/V4,collisions2026,Run2026D,3.8,6799.0
403686,11717,/cdaq/physics/Run2026/2e34/v1.3.0/HLT/V4,collisions2026,Run2026D,3.8,6799.0
403685,11717,/cdaq/physics/Run2026/2e34/v1.3.0/HLT/V4,collisions2026,Run2026D,3.8,6799.0
403684,11717,/cdaq/circulating/2026/v1.3.0/HLT/V1,circulating2026,Run2026D,3.8,450.0
403681,11715,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,7864.0
403679,11715,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,7864.0
403678,11715,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,59.0
403676,11715,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,59.0
403675,11715,,cosmics2026,Run2026D,3.8,59.0
403672,11715,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,59.0
403669,11715,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,798.0
403667,11715,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,3711.0
403666,11715,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,5463.0
403664,11715,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,6799.0
403663,11715,/cdaq/physics/Run2026/2e34/v1.3.0/HLT/V3,collisions2026,Run2026D,3.8,6799.0
403662,11714,/cdaq/circulating/2026/v1.3.0/HLT/V1,circulating2026,Run2026D,3.8,450.0
403661,11714,/cdaq/circulating/2026/v1.3.0/HLT/V1,circulating2026,Run2026D,3.8,450.0
403660,11714,/cdaq/circulating/2026/v1.3.0/HLT/V1,circulating2026,Run2026D,3.8,450.0
403659,11713,/cdaq/circulating/2026/v1.3.0/HLT/V1,circulating2026,Run2026D,3.8,450.0
403658,11713,/cdaq/circulating/2026/v1.3.0/HLT/V1,circulating2026,Run2026D,3.8,450.0
403656,11713,/cdaq/circulating/2026/v1.3.0/HLT/V1,circulating2026,Run2026D,3.8,450.0
403655,11713,/cdaq/circulating/2026/v1.3.0/HLT/V1,circulating2026,Run2026D,3.8,450.0
403654,11713,,circulating2026,Run2026D,3.8,450.0
403646,11713,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,59.0
403643,11713,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,59.0
403640,11713,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,2046.0
403635,11712,/cdaq/physics/Run2026/2e34/v1.3.0/HLT/V2,collisions2026,Run2026D,3.8,6799.0
403634,11712,/cdaq/physics/Run2026/2e34/v1.3.0/HLT/V2,collisions2026,Run2026D,3.8,6799.0
403633,11712,/cdaq/circulating/2026/v1.3.0/HLT/V1,circulating2026,Run2026D,3.8,450.0
403631,11712,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,59.0
403630,11711,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,6799.0
403629,11711,/cdaq/physics/Run2026/2e34/v1.3.0/HLT/V2,collisions2026,Run2026D,3.8,6799.0
403626,11710,/cdaq/circulating/2026/v1.3.0/HLT/V1,circulating2026,Run2026D,3.8,450.0
403624,11710,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,450.0
403623,11710,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,450.0
403621,11709,/cdaq/circulating/2026/v1.3.0/HLT/V1,circulating2026,Run2026D,3.8,450.0
403615,11707,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,7864.0
403614,11707,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,7864.0
403613,11707,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,7864.0
403612,11707,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,7864.0
403604,11707,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,7864.0
403603,11707,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,7864.0
403601,11707,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,0.0
403599,11707,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,0.0
403597,11707,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,0.0
403596,11707,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,0.0
403595,11707,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,0.0
403593,11707,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,0.0
403591,11707,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,0.0
403588,11707,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,0.0
403584,11707,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,59.0
403581,11707,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,59.0
403579,11707,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,59.0
403576,11707,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,1031.0
403574,11707,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,2945.0
403573,11707,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,6799.0
403572,11707,/cdaq/physics/Run2026/2e34/v1.3.0/HLT/V2,collisions2026,Run2026D,3.8,6799.0
403569,11707,/cdaq/physics/Run2026/2e34/v1.3.0/HLT/V2,collisions2026,Run2026D,3.8,6799.0
403568,11707,/cdaq/physics/Run2026/2e34/v1.3.0/HLT/V2,collisions2026,Run2026D,3.8,6799.0
403567,11707,/cdaq/physics/Run2026/2e34/v1.3.0/HLT/V2,collisions2026,Run2026D,3.8,6799.0
403563,11706,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,3.8,59.0
403562,11706,/cdaq/circulating/2026/v1.3.0/HLT/V1,circulating2026,Run2026D,3.8,450.0
403559,11706,/cdaq/physics/Run2026/2e34/v1.3.0/HLT/V2,collisions2026,Run2026D,3.8,450.0
403557,11705,/cdaq/physics/Run2026/2e34/v1.3.0/HLT/V2,collisions2026,Run2026D,3.8,2999.0
403555,11702,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,0.02,59.0
403552,11702,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,0.02,59.0
403541,11699,/cdaq/physics/Run2026/2e34/v1.3.0/HLT/V2,collisions2026,Run2026D,0.02,450.0
403540,11699,/cdaq/circulating/2026/v1.3.0/HLT/V1,circulating2026,Run2026D,0.02,450.0
403539,11699,/cdaq/cosmic/commissioning2026/v1.3.0/HLT/V1,cosmics2026,Run2026D,0.02,450.0
403524,11679,,cosmics2026,Run2026D,0.02,7864.0
403523,11679,,cosmics2026,Run2026D,0.02,7864.0
403517,11679,/cdaq/cosmic/commissioning2026/v1.2.0/HLT/V1,cosmics2026,Run2026D,0.02,7864.0
403516,11678,/cdaq/cosmic/commissioning2026/v1.2.0/HLT/V1,cosmics2026,Run2026D,0.02,450.0
403514,11678,/cdaq/cosmic/commissioning2026/v1.2.0/HLT/V1,cosmics2026,Run2026D,0.02,450.0
403511,11678,/cdaq/cosmic/commissioning2026/v1.2.0/HLT/V1,cosmics2026,Run2026D,0.02,450.0
403509,11677,/cdaq/circulating/2026/v1.2.0/HLT/V1,circulating2026,Run2026D,3.8,450.0
403508,11677,/cdaq/circulating/2026/v1.2.0/HLT/V1,circulating2026,Run2026D,3.8,450.0
403507,11677,/cdaq/circulating/2026/v1.2.0/HLT/V1,circulating2026,Run2026D,3.8,450.0
403504,11676,/cdaq/circulating/2026/v1.2.0/HLT/V1,circulating2026,Run2026D,3.8,450.0
403496,11676,/cdaq/circulating/2026/v1.2.0/HLT/V1,circulating2026,Run2026D,3.8,450.0
403495,11676,/cdaq/cosmic/commissioning2026/v1.2.0/HLT/V1,cosmics2026,Run2026D,3.8,2582.0
403494,11676,/cdaq/cosmic/commissioning2026/v1.2.0/HLT/V1,cosmics2026,Run2026D,3.8,6273.0
403493,11675,/cdaq/physics/Run2026/2e34/v1.2.0/HLT/V2,collisions2026,Run2026D,3.8,6799.0
403492,11675,/cdaq/circulating/2026/v1.2.0/HLT/V1,circulating2026,Run2026D,3.8,450.0
403491,11675,/cdaq/cosmic/commissioning2026/v1.2.0/HLT/V1,cosmics2026,Run2026D,3.8,2222.0
403490,11674,/cdaq/cosmic/commissioning2026/v1.2.0/HLT/V1,cosmics2026,Run2026D,3.8,5449.0
403489,11674,/cdaq/physics/Run2026/2e34/v1.2.0/HLT/V2,collisions2026,Run2026D,3.8,6799.0
403488,11674,/cdaq/physics/Run2026/2e34/v1.2.0/HLT/V2,collisions2026,Run2026D,3.8,6799.0
403487,11674,/cdaq/physics/Run2026/2e34/v1.2.0/HLT/V2,collisions2026,Run2026D,3.8,6799.0
403484,11674,/cdaq/circulating/2026/v1.2.0/HLT/V1,circulating2026,Run2026D,3.8,450.0
403474,11674,/cdaq/cosmic/commissioning2026/v1.2.0/HLT/V1,cosmics2026,Run2026D,3.8,3567.0
403473,11674,/cdaq/cosmic/commissioning2026/v1.2.0/HLT/V1,cosmics2026,Run2026D,3.8,3567.0
