run_number,fill_number,hlt_key,l1_hlt_mode,era,b_field,energy
386953,10233,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,6799.0
386951,10232,/cdaq/physics/Run2024/2e34/v1.4.11/HLT/V3,collisions2024,Run2024I,3.8,6799.0
386949,10232,/cdaq/circulating/2024/v1.5.3/HLT/V1,circulating2024,Run2024I,3.8,450.0
386948,10231,/cdaq/circulating/2024/v1.5.3/HLT/V1,circulating2024,Run2024I,3.8,450.0
386946,10231,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,6265.0
386945,10230,/cdaq/physics/Run2024/2e34/v1.4.11/HLT/V3,collisions2024,Run2024I,3.8,6799.0
386944,10230,/cdaq/circulating/2024/v1.5.3/HLT/V1,circulating2024,Run2024I,3.8,2570.0
386943,10228,/cdaq/circulating/2024/v1.5.3/HLT/V1,circulating2024,Run2024I,3.8,450.0
386941,10227,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,59.0
386940,10227,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,59.0
386939,10227,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,59.0
386936,10227,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,59.0
386934,10227,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,59.0
386929,10227,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,4363.0
386925,10226,/cdaq/physics/Run2024/2e34/v1.4.11/HLT/V3,collisions2024,Run2024I,3.8,6799.0
386924,10226,/cdaq/physics/Run2024/2e34/v1.4.11/HLT/V3,collisions2024,Run2024I,3.8,6799.0
386923,10226,/cdaq/circulating/2024/v1.5.3/HLT/V1,circulating2024,Run2024I,3.8,450.0
386921,10226,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,59.0
386920,10226,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,59.0
386919,10226,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,59.0
386918,10226,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,4884.0
386917,10225,/cdaq/physics/Run2024/2e34/v1.4.11/HLT/V3,collisions2024,Run2024I,3.8,6799.0
386916,10225,/cdaq/circulating/2024/v1.5.3/HLT/V1,circulating2024,Run2024I,3.8,450.0
386914,10225,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,450.0
386912,10225,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,59.0
386910,10225,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,5305.0
386908,10224,/cdaq/physics/Run2024/2e34/v1.4.11/HLT/V3,collisions2024,Run2024I,3.8,6799.0
386906,10224,/cdaq/circulating/2024/v1.5.3/HLT/V1,circulating2024,Run2024I,3.8,450.0
386902,10224,/cdaq/circulating/2024/v1.5.3/HLT/V1,circulating2024,Run2024I,3.8,450.0
386899,10224,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,59.0
386896,10224,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,59.0
386893,10224,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,59.0
386890,10224,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,59.0
386888,10224,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,59.0
386887,10224,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,59.0
386886,10224,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,4297.0
386885,10223,/cdaq/physics/Run2024/2e34/v1.4.11/HLT/V3,collisions2024,Run2024I,3.8,6799.0
386884,10223,/cdaq/circulating/2024/v1.5.3/HLT/V1,circulating2024,Run2024I,3.8,450.0
386882,10223,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,450.0
386881,10223,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,3198.0
386880,10222,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,59.0
386878,10222,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,59.0
386875,10222,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,59.0
386874,10222,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,6799.0
386873,10222,/cdaq/physics/Run2024/2e34/v1.4.11/HLT/V3,collisions2024,Run2024I,3.8,6799.0
386872,10222,/cdaq/physics/Run2024/2e34/v1.4.11/HLT/V3,collisions2024,Run2024I,3.8,6799.0
386871,10222,/cdaq/circulating/2024/v1.5.3/HLT/V1,circulating2024,Run2024I,3.8,450.0
386870,10222,/cdaq/circulating/2024/v1.5.3/HLT/V1,circulating2024,Run2024I,3.8,450.0
386868,10222,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,59.0
386867,10220,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,59.0
386866,10220,/cdaq/circulating/2024/v1.5.3/HLT/V1,circulating2024,Run2024I,3.8,450.0
386865,10219,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,5026.0
386864,10219,/cdaq/physics/Run2024/2e34/v1.4.11/HLT/V3,collisions2024,Run2024I,3.8,6799.0
386863,10219,/cdaq/physics/Run2024/2e34/v1.4.11/HLT/V3,collisions2024,Run2024I,3.8,6799.0
386862,10219,/cdaq/circulating/2024/v1.5.3/HLT/V1,circulating2024,Run2024I,3.8,450.0
386861,10219,/cdaq/circulating/2024/v1.5.3/HLT/V1,circulating2024,Run2024I,3.8,450.0
386859,10219,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,59.0
386858,10219,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,59.0
386857,10219,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,59.0
386856,10218,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,4535.0
386855,10218,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,5898.0
386854,10218,/cdaq/physics/Run2024/2e34/v1.4.11/HLT/V3,collisions2024,Run2024I,3.8,6799.0
386853,10218,/cdaq/physics/Run2024/2e34/v1.4.11/HLT/V3,collisions2024,Run2024I,3.8,6799.0
386852,10218,/cdaq/physics/Run2024/2e34/v1.4.11/HLT/V3,collisions2024,Run2024I,3.8,6799.0
386851,10218,/cdaq/physics/Run2024/2e34/v1.4.11/HLT/V3,collisions2024,Run2024I,3.8,6799.0
386850,10218,/cdaq/circulating/2024/v1.5.3/HLT/V1,circulating2024,Run2024I,3.8,1651.0
386849,10218,/cdaq/circulating/2024/v1.5.3/HLT/V1,circulating2024,Run2024I,3.8,450.0
386848,10217,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,4942.0
386847,10217,/cdaq/circulating/2024/v1.5.3/HLT/V1,circulating2024,Run2024I,3.8,450.0
386846,10217,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,450.0
386845,10217,/cdaq/circulating/2024/v1.5.3/HLT/V1,circulating2024,Run2024I,3.8,450.0
386844,10216,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,7864.0
386842,10216,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,7864.0
386840,10216,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,7864.0
386838,10216,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,7864.0
386837,10216,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,7864.0
386836,10216,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,7864.0
386834,10216,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,7864.0
386831,10216,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,7864.0
386826,10216,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,7864.0
386825,10216,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,7864.0
386822,10216,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,7864.0
386821,10216,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,7864.0
386820,10216,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,7864.0
386819,10216,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,7864.0
386818,10216,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,7864.0
386816,10216,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,7864.0
386815,10216,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,3126.0
386814,10216,/cdaq/physics/Run2024/2e34/v1.4.11/HLT/V3,collisions2024,Run2024I,3.8,6799.0
386813,10216,/cdaq/physics/Run2024/2e34/v1.4.11/HLT/V3,collisions2024,Run2024I,3.8,6799.0
386812,10216,/cdaq/physics/Run2024/2e34/v1.4.11/HLT/V3,collisions2024,Run2024I,3.8,6799.0
386811,10216,/cdaq/physics/Run2024/2e34/v1.4.11/HLT/V3,collisions2024,Run2024I,3.8,6799.0
386810,10216,/cdaq/physics/Run2024/2e34/v1.4.11/HLT/V3,collisions2024,Run2024I,3.8,6799.0
386809,10216,/cdaq/physics/Run2024/2e34/v1.4.11/HLT/V3,collisions2024,Run2024I,3.8,6799.0
386807,10216,/cdaq/physics/Run2024/2e34/v1.4.11/HLT/V3,collisions2024,Run2024I,3.8,6799.0
386806,10216,/cdaq/physics/Run2024/2e34/v1.4.11/HLT/V3,collisions2024,Run2024I,3.8,6799.0
386805,10216,/cdaq/physics/Run2024/2e34/v1.4.11/HLT/V3,collisions2024,Run2024I,3.8,6799.0
386804,10216,/cdaq/physics/Run2024/2e34/v1.4.11/HLT/V3,collisions2024,Run2024I,3.8,6799.0
386803,10216,/cdaq/physics/Run2024/2e34/v1.4.11/HLT/V3,collisions2024,Run2024I,3.8,6799.0
386802,10216,/cdaq/physics/Run2024/2e34/v1.4.11/HLT/V3,collisions2024,Run2024I,3.8,6799.0
386801,10216,/cdaq/physics/Run2024/2e34/v1.4.11/HLT/V3,collisions2024,Run2024I,3.8,6799.0
386800,10216,/cdaq/circulating/2024/v1.5.3/HLT/V1,circulating2024,Run2024I,3.8,450.0
386798,10216,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,59.0
386797,10215,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,6430.0
386795,10215,/cdaq/physics/Run2024/2e34/v1.4.11/HLT/V3,collisions2024,Run2024I,3.8,6799.0
386794,10215,/cdaq/circulating/2024/v1.5.3/HLT/V1,circulating2024,Run2024I,3.8,1715.0
386793,10215,/cdaq/circulating/2024/v1.5.3/HLT/V1,circulating2024,Run2024I,3.8,450.0
386792,10215,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,59.0
386791,10215,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,59.0
386790,10215,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,59.0
386789,10215,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,59.0
386788,10215,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,59.0
386787,10215,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,59.0
386778,10215,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,59.0
386775,10215,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,59.0
386771,10215,/cdaq/physics/Run2024/2e34/v1.4.11/HLT/V3,collisions2024,Run2024I,3.8,59.0
386769,10215,/cdaq/physics/Run2024/2e34/v1.4.11/HLT/V3,collisions2024,Run2024I,3.8,59.0
386767,10215,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,1992.0
386766,10215,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,3549.0
386765,10215,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,5468.0
386764,10214,/cdaq/physics/Run2024/2e34/v1.4.11/HLT/V2,collisions2024,Run2024I,3.8,6799.0
386763,10214,/cdaq/physics/Run2024/2e34/v1.4.11/HLT/V2,collisions2024,Run2024I,3.8,6799.0
386762,10214,/cdaq/circulating/2024/v1.5.3/HLT/V1,circulating2024,Run2024I,3.8,450.0
386758,10214,/cdaq/circulating/2024/v1.5.3/HLT/V1,circulating2024,Run2024I,3.8,450.0
386756,10214,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,59.0
386755,10214,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,2828.0
386754,10214,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,5160.0
386753,10213,/cdaq/physics/Run2024/2e34/v1.4.11/HLT/V2,collisions2024,Run2024I,3.8,6799.0
386749,10213,/cdaq/physics/Run2024/2e34/v1.4.11/HLT/V2,collisions2024,Run2024I,3.8,6799.0
386748,10213,/cdaq/circulating/2024/v1.5.3/HLT/V1,circulating2024,Run2024I,3.8,1602.0
386747,10213,/cdaq/circulating/2024/v1.5.3/HLT/V1,circulating2024,Run2024I,3.8,452.0
386746,10213,/cdaq/circulating/2024/v1.5.3/HLT/V1,circulating2024,Run2024I,3.8,450.0
386744,10213,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,450.0
386743,10213,/cdaq/circulating/2024/v1.5.3/HLT/V1,circulating2024,Run2024I,3.8,450.0
386736,10212,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,1792.0
386733,10212,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,1858.0
386732,10212,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,277.0
386714,10211,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,59.0
386710,10211,/cdaq/physics/Run2024/2e34/v1.4.11/HLT/V2,collisions2024,Run2024I,3.8,59.0
386708,10211,/cdaq/physics/Run2024/2e34/v1.4.11/HLT/V2,collisions2024,Run2024I,3.8,678.0
386707,10211,/cdaq/physics/Run2024/2e34/v1.4.11/HLT/V2,collisions2024,Run2024I,3.8,3288.0
386705,10211,/cdaq/physics/Run2024/2e34/v1.4.10/HLT/V2,collisions2024,Run2024I,3.8,6799.0
386704,10211,/cdaq/physics/Run2024/2e34/v1.4.10/HLT/V2,collisions2024,Run2024I,3.8,6799.0
386703,10211,/cdaq/physics/Run2024/2e34/v1.4.10/HLT/V2,collisions2024,Run2024I,3.8,6799.0
386702,10211,/cdaq/physics/Run2024/2e34/v1.4.10/HLT/V2,collisions2024,Run2024I,3.8,6799.0
386701,10211,/cdaq/circulating/2024/v1.5.3/HLT/V1,circulating2024,Run2024I,3.8,450.0
386700,10211,/cdaq/circulating/2024/v1.5.3/HLT/V1,circulating2024,Run2024I,3.8,450.0
386697,10211,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,59.0
386696,10211,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,1708.0
386695,10211,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,6104.0
386694,10210,/cdaq/physics/Run2024/2e34/v1.4.10/HLT/V2,collisions2024,Run2024I,3.8,6799.0
386693,10210,/cdaq/physics/Run2024/2e34/v1.4.10/HLT/V2,collisions2024,Run2024I,3.8,6799.0
386692,10210,/cdaq/circulating/2024/v1.5.3/HLT/V1,circulating2024,Run2024I,3.8,3464.0
386690,10210,/cdaq/circulating/2024/v1.5.3/HLT/V1,circulating2024,Run2024I,3.8,450.0
386689,10210,/cdaq/circulating/2024/v1.5.3/HLT/V1,circulating2024,Run2024I,3.8,450.0
386685,10210,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,63.0
386683,10209,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,3969.0
386680,10209,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,6799.0
386679,10209,/cdaq/physics/Run2024/2e34/v1.4.10/HLT/V2,collisions2024,Run2024I,3.8,6799.0
386677,10209,/cdaq/circulating/2024/v1.5.3/HLT/V1,circulating2024,Run2024I,3.8,2334.0
386676,10209,/cdaq/circulating/2024/v1.5.3/HLT/V1,circulating2024,Run2024I,3.8,450.0
386675,10209,/cdaq/circulating/2024/v1.5.3/HLT/V1,circulating2024,Run2024I,3.8,450.0
386674,10209,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,6629.0
386673,10208,/cdaq/physics/Run2024/2e34/v1.4.10/HLT/V2,collisions2024,Run2024I,3.8,6799.0
386672,10208,/cdaq/physics/Run2024/2e34/v1.4.10/HLT/V2,collisions2024,Run2024I,3.8,6799.0
386671,10208,/cdaq/circulating/2024/v1.5.3/HLT/V1,circulating2024,Run2024I,3.8,450.0
386669,10208,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,6777.0
386668,10207,/cdaq/physics/Run2024/2e34/v1.4.10/HLT/V2,collisions2024,Run2024I,3.8,6799.0
386667,10207,/cdaq/circulating/2024/v1.5.3/HLT/V1,circulating2024,Run2024I,3.8,450.0
386665,10207,/cdaq/circulating/2024/v1.5.3/HLT/V1,circulating2024,Run2024I,3.8,450.0
386663,10207,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,5789.0
386661,10206,/cdaq/physics/Run2024/2e34/v1.4.10/HLT/V2,collisions2024,Run2024I,3.8,6799.0
386660,10206,/cdaq/circulating/2024/v1.5.3/HLT/V1,circulating2024,Run2024I,3.8,450.0
386656,10206,/cdaq/circulating/2024/v1.5.3/HLT/V1,circulating2024,Run2024I,3.8,450.0
386653,10206,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,450.0
386649,10205,/cdaq/circulating/2024/v1.5.3/HLT/V1,circulating2024,Run2024I,3.8,450.0
386648,10205,/cdaq/physics/Run2024/2e34/v1.4.10/HLT/V2,collisions2024,Run2024I,3.8,450.0
386643,10205,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,4302.0
386642,10204,/cdaq/physics/Run2024/2e34/v1.4.10/HLT/V1,collisions2024,Run2024I,3.8,6799.0
386640,10204,/cdaq/physics/Run2024/2e34/v1.4.10/HLT/V1,collisions2024,Run2024I,3.8,6799.0
386638,10204,/cdaq/circulating/2024/v1.5.3/HLT/V1,circulating2024,Run2024I,3.8,450.0
386636,10203,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,6751.0
386634,10203,/cdaq/circulating/2024/v1.5.3/HLT/V1,circulating2024,Run2024I,3.8,450.0
386632,10203,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,59.0
386631,10203,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,4895.0
386630,10202,/cdaq/physics/Run2024/2e34/v1.4.10/HLT/V1,collisions2024,Run2024I,3.8,6799.0
386629,10202,/cdaq/physics/Run2024/2e34/v1.4.10/HLT/V1,collisions2024,Run2024I,3.8,6799.0
386628,10202,/cdaq/circulating/2024/v1.5.3/HLT/V1,circulating2024,Run2024I,3.8,450.0
386627,10202,/cdaq/circulating/2024/v1.5.3/HLT/V1,circulating2024,Run2024I,3.8,450.0
386618,10201,/cdaq/physics/Run2024/2e34/v1.4.10/HLT/V1,collisions2024,Run2024I,3.8,6799.0
386617,10201,/cdaq/physics/Run2024/2e34/v1.4.10/HLT/V1,collisions2024,Run2024I,3.8,6799.0
386616,10201,/cdaq/physics/Run2024/2e34/v1.4.10/HLT/V1,collisions2024,Run2024I,3.8,6799.0
386615,10201,/cdaq/physics/Run2024/2e34/v1.4.10/HLT/V1,collisions2024,Run2024I,3.8,6799.0
386614,10201,/cdaq/physics/Run2024/2e34/v1.4.9/HLT/V1,collisions2024,Run2024I,3.8,6799.0
386613,10201,/cdaq/circulating/2024/v1.5.3/HLT/V1,circulating2024,Run2024I,3.8,450.0
386612,10201,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,197.0
386609,10201,/cdaq/cosmic/commissioning2024/v1.5.3/HLT/V1,cosmics2024,Run2024I,3.8,3409.0
386605,10200,/cdaq/physics/Run2024/2e34/v1.4.9/HLT/V1,collisions2024,Run2024I,3.8,6799.0
386604,10200,/cdaq/physics/Run2024/2e34/v1.4.9/HLT/V1,collisions2024,Run2024I,3.8,6799.0
386603,10200,/cdaq/circulating/2024/v1.5.3/HLT/V1,circulating2024,Run2024I,3.8,450.0
